tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,Churn,Churn_Probability,Revenue_At_Risk
14,75.35,1025.95,Month-to-month,Fiber optic,Electronic check,1,0.6485736046292063,586.4402533057282
69,19.8,1436.95,Two year,No,Credit card (automatic),0,0.005637739297892488,1.3395268571792551
7,64.2,475.0,Month-to-month,DSL,Electronic check,0,0.45324581719828816,349.1805775695612
69,75.75,5388.15,Two year,DSL,Bank transfer (automatic),0,0.016409911000567056,14.916609099515453
72,78.95,5730.15,Two year,DSL,Electronic check,0,0.025164047311049886,23.84041842248866
8,100.85,819.55,Month-to-month,Fiber optic,Electronic check,1,0.7130377174642801,862.9182456752718
4,50.3,217.1,Month-to-month,DSL,Electronic check,0,0.46018759550751787,277.7692326483378
63,80.3,4896.35,Month-to-month,Fiber optic,Credit card (automatic),0,0.19726594075570575,190.08546051219804
72,19.85,1434.1,Two year,No,Bank transfer (automatic),0,0.0053620590142911964,1.2772424572041632
46,21.1,937.1,Two year,No,Electronic check,0,0.019526678562704767,4.944155012076847
5,69.95,330.15,Month-to-month,Fiber optic,Electronic check,1,0.7029007018647806,590.0148491452969
30,50.0,1474.9,Month-to-month,DSL,Mailed check,0,0.19138504325314556,114.83102595188734
63,104.75,6536.5,Two year,Fiber optic,Bank transfer (automatic),0,0.056357898426039284,70.84187832153138
60,19.85,1128.1,Two year,No,Bank transfer (automatic),0,0.007696611317298564,1.8333328157805182
63,107.5,6873.75,One year,Fiber optic,Electronic check,1,0.17487772298478746,225.5922626503758
25,85.9,2199.05,Month-to-month,Fiber optic,Electronic check,0,0.5810538005738362,598.9502576315103
1,45.85,45.85,Month-to-month,DSL,Mailed check,1,0.35877255616297704,197.39666040086996
6,80.8,457.1,Month-to-month,Fiber optic,Electronic check,0,0.7068192237185549,685.3319193175108
22,25.25,566.5,Two year,No,Mailed check,0,0.025043351496490604,7.5881355034366536
31,80.55,2471.6,Two year,DSL,Bank transfer (automatic),0,0.05119298067513593,49.48313512058639
39,81.5,3107.3,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.3474733698265251,339.82895569034156
26,20.9,518.3,Month-to-month,No,Mailed check,0,0.09646540874047911,24.193524512112162
53,106.1,5769.75,One year,Fiber optic,Bank transfer (automatic),1,0.1458466409651023,185.69194327676826
1,91.7,91.7,Month-to-month,Fiber optic,Electronic check,1,0.7466717073990976,821.6375468219669
12,67.25,832.3,Month-to-month,DSL,Electronic check,0,0.41937886198234425,338.4387416197518
16,95.6,1555.65,Month-to-month,Fiber optic,Credit card (automatic),1,0.5226476179849526,599.5813473523376
2,20.35,45.3,Month-to-month,No,Mailed check,0,0.18063407613359964,44.11084139182503
39,45.05,1790.6,One year,DSL,Bank transfer (automatic),0,0.0703228643739814,38.01654048057434
1,74.95,74.95,Month-to-month,Fiber optic,Electronic check,1,0.732052336471849,658.407871422781
7,34.65,246.6,Month-to-month,DSL,Mailed check,0,0.30718270938877656,127.7265705638533
4,69.35,261.65,Month-to-month,Fiber optic,Electronic check,0,0.708631390135112,589.7230428704402
10,95.35,898.35,Month-to-month,Fiber optic,Electronic check,1,0.6952199067920551,795.4706173514694
55,81.55,4509.5,Month-to-month,Fiber optic,Electronic check,0,0.3538725308776434,346.29965871686187
72,75.4,5480.25,Two year,DSL,Bank transfer (automatic),0,0.014981345542158216,13.555121446544755
10,67.8,653.15,Month-to-month,DSL,Credit card (automatic),0,0.30673490611801835,249.55951961761974
11,111.4,1183.05,Month-to-month,Fiber optic,Electronic check,0,0.704127430247155,941.2775487543968
15,46.3,639.45,Month-to-month,DSL,Electronic check,0,0.37491820051232094,208.30455220464552
23,20.4,478.75,Two year,No,Bank transfer (automatic),0,0.023314344205700856,5.707351461555569
1,20.05,20.05,Month-to-month,No,Mailed check,0,0.18495943825789649,44.501240844849896
3,45.0,127.1,Month-to-month,DSL,Electronic check,1,0.4617544097173224,249.34738124735406
47,96.1,4391.45,One year,Fiber optic,Electronic check,0,0.24637410224410794,284.1186147079053
15,19.65,270.6,One year,No,Mailed check,0,0.061011275533402506,14.386458770776311
66,99.5,6710.5,Month-to-month,Fiber optic,Electronic check,1,0.2985500979617387,356.468816966316
68,60.65,3975.9,One year,DSL,Bank transfer (automatic),0,0.03260280696537227,23.72832290939794
17,98.6,1704.95,One year,Fiber optic,Bank transfer (automatic),1,0.32955800944312474,389.9330367731052
7,59.5,415.95,Month-to-month,DSL,Mailed check,1,0.33164577935255934,236.7950864577274
12,80.45,950.2,Month-to-month,Fiber optic,Electronic check,1,0.6674133200759529,644.320819201325
21,71.7,1497.05,One year,DSL,Bank transfer (automatic),0,0.1283820679384683,110.45993125425812
21,36.0,780.15,Month-to-month,DSL,Mailed check,0,0.22589796066283233,97.58791900634357
56,65.2,3512.15,One year,DSL,Bank transfer (automatic),0,0.047163777508581015,36.90093952271379
6,48.95,273.25,Month-to-month,DSL,Credit card (automatic),0,0.3144146949567633,184.68719181760275
65,53.5,3517.9,Two year,DSL,Bank transfer (automatic),0,0.01674353757681029,10.749351124312206
42,80.45,3375.9,One year,DSL,Credit card (automatic),0,0.07225017726395899,69.75032113062602
68,109.05,7508.55,Two year,Fiber optic,Bank transfer (automatic),0,0.049730792812328846,65.07771547421353
48,26.3,1245.05,Two year,No,Bank transfer (automatic),0,0.011359822302033374,3.5851599185217333
50,106.8,5347.95,One year,Fiber optic,Electronic check,0,0.23857308568582283,305.75526661495053
7,64.95,493.65,Month-to-month,DSL,Electronic check,0,0.45408791532386833,353.916121203423
63,19.35,1263.85,Two year,No,Electronic check,0,0.011663726638615111,2.708317325486429
17,21.1,385.55,Month-to-month,No,Credit card (automatic),0,0.1166318758945666,29.531190976504266
42,77.95,3384.0,Month-to-month,Fiber optic,Credit card (automatic),1,0.3148593902150311,294.5194736071401
4,18.85,84.2,Month-to-month,No,Mailed check,0,0.17086872270915732,38.650505076811385
62,26.0,1638.7,Two year,No,Bank transfer (automatic),0,0.007450327823826806,2.3245022810339635
2,74.7,165.4,Month-to-month,Fiber optic,Electronic check,1,0.7258389884906145,650.6420692829868
2,70.35,120.25,Month-to-month,Fiber optic,Electronic check,0,0.7219001774200898,609.4281297780398
48,96.9,4473.45,Two year,Fiber optic,Bank transfer (automatic),0,0.08325979906267986,96.81449435008415
27,19.55,520.55,Two year,No,Bank transfer (automatic),0,0.020629108698319798,4.839588900625825
70,80.4,5717.85,Two year,DSL,Bank transfer (automatic),0,0.016261272271223568,15.688875487276501
1,88.8,88.8,Month-to-month,Fiber optic,Electronic check,1,0.7441787105936303,792.9968340085725
46,94.65,4312.5,One year,Fiber optic,Electronic check,0,0.25080972003559193,284.8696800164253
30,90.25,2755.35,Month-to-month,Fiber optic,Electronic check,1,0.5486532898437014,594.1915129007286
15,64.65,994.55,Month-to-month,DSL,Bank transfer (automatic),1,0.28070495049708405,217.77090059563784
69,95.75,6511.25,One year,Fiber optic,Credit card (automatic),0,0.08788067630123224,100.97489707011584
65,19.55,1218.65,Two year,No,Credit card (automatic),0,0.006352776386560084,1.490361340286996
72,104.1,7447.7,Two year,Fiber optic,Credit card (automatic),0,0.041721882102322506,52.11897512222127
13,89.05,1169.35,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.5479106989879255,585.4973729384972
17,20.1,279.5,One year,No,Mailed check,0,0.05773970077813601,13.926815827686408
51,111.55,5720.35,One year,Fiber optic,Electronic check,0,0.23697869290497026,317.21967832259315
51,60.5,3121.45,Two year,DSL,Credit card (automatic),0,0.025159425785231077,18.26574312007776
72,90.95,6468.6,Two year,DSL,Bank transfer (automatic),0,0.01605717713819258,17.524803128623383
67,87.4,5918.8,One year,Fiber optic,Electronic check,1,0.14632004108543475,153.46045909040396
34,19.7,675.6,Month-to-month,No,Mailed check,0,0.07691024722070838,18.18158244297546
67,50.95,3521.7,Two year,DSL,Bank transfer (automatic),0,0.0155957271781068,9.535227596694499
49,20.05,923.1,One year,No,Bank transfer (automatic),0,0.02223343509137243,5.349364482984207
53,19.4,1110.35,Two year,No,Mailed check,0,0.009679141229654168,2.2533040782634903
27,59.45,1611.65,Month-to-month,DSL,Electronic check,0,0.30674397244501733,218.83114994227537
23,94.75,2293.6,Month-to-month,Fiber optic,Electronic check,1,0.6053535776393509,688.2870177759421
69,81.5,5553.25,Two year,DSL,Credit card (automatic),0,0.01618134721665195,15.825357577885606
2,29.05,44.75,Month-to-month,DSL,Bank transfer (automatic),0,0.33000960854096634,115.04134953738087
35,86.45,3029.1,Month-to-month,Fiber optic,Electronic check,1,0.5066097977924604,525.5570042298984
46,70.6,3231.05,One year,DSL,Mailed check,0,0.06554801078711771,55.53227473884613
54,97.2,5129.45,Two year,Fiber optic,Bank transfer (automatic),0,0.07047666436381007,82.20398131394808
56,98.25,5508.35,One year,Fiber optic,Electronic check,1,0.20082568971332918,236.77348817201508
9,75.75,655.9,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.5629745616527835,511.7438765423801
20,59.2,1191.2,Month-to-month,DSL,Bank transfer (automatic),0,0.2465250163452222,175.13137161164587
11,75.9,866.4,Month-to-month,Fiber optic,Mailed check,0,0.5533752389366443,504.01416762349567
30,90.05,2627.2,Month-to-month,Fiber optic,Electronic check,0,0.5484289200844245,592.6322910432291
68,70.95,4741.45,Two year,DSL,Bank transfer (automatic),0,0.016548822823405127,14.089667751847127
38,102.6,4009.2,Month-to-month,Fiber optic,Electronic check,0,0.5021640378281286,618.2643633739918
17,85.35,1463.45,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.513549328101345,525.9772218413975
48,106.1,5082.8,One year,Fiber optic,Credit card (automatic),1,0.16026119525413263,204.04455379756163
1,43.8,43.8,Month-to-month,DSL,Electronic check,0,0.4754977539903906,249.9216194973493
63,59.0,3707.6,Two year,DSL,Electronic check,0,0.03004971197606274,21.27519607905242
3,69.95,220.45,One year,DSL,Electronic check,0,0.29636351310915127,248.76753290382158
48,24.35,1133.7,One year,No,Bank transfer (automatic),0,0.023342069999330948,6.820552853804504
66,29.45,1983.15,One year,DSL,Credit card (automatic),0,0.028994500257451622,10.246656390983404
68,84.4,5746.75,Two year,Fiber optic,Credit card (automatic),0,0.043020944121289637,43.57161220604215
17,45.05,770.6,Month-to-month,DSL,Electronic check,1,0.3595155076115585,194.35408341480849
7,20.65,134.05,One year,No,Mailed check,0,0.07679630588870567,19.030124599221264
72,87.1,6230.1,Two year,DSL,Bank transfer (automatic),0,0.01578393631109069,16.49737023235199
29,19.85,573.05,Month-to-month,No,Mailed check,0,0.08844008525707495,21.066428308235253
37,90.35,3419.3,Month-to-month,Fiber optic,Electronic check,0,0.4958695326342992,537.6217472821072
34,109.8,3587.25,Month-to-month,Fiber optic,Mailed check,1,0.4183960635848041,551.2786533793378
42,84.65,3541.35,Month-to-month,Fiber optic,Electronic check,1,0.45167145499933625,458.8078639883258
59,65.5,3801.3,One year,DSL,Mailed check,0,0.04417659658202137,34.72280491346879
11,79.5,868.5,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.5522091375486906,526.8075172214509
60,80.95,4859.1,Month-to-month,Fiber optic,Electronic check,0,0.319438391555638,310.3024535571468
27,56.15,1439.35,Month-to-month,DSL,Mailed check,0,0.2104475250240013,141.79954236117206
1,85.8,85.8,Month-to-month,Fiber optic,Mailed check,1,0.6369885041793819,655.8433639030916
1,79.1,79.1,Month-to-month,Fiber optic,Electronic check,1,0.7357238395471302,698.3490684981359
17,34.4,592.75,Month-to-month,DSL,Mailed check,0,0.24645528461884095,101.73674149065755
58,20.75,1185.95,Two year,No,Mailed check,0,0.008379800884128614,2.086570420148025
1,18.8,18.8,One year,No,Mailed check,0,0.09003701738866168,20.312351122882077
3,44.3,134.5,Month-to-month,DSL,Mailed check,1,0.34336200862319405,182.53124378408995
53,90.8,4921.2,Month-to-month,Fiber optic,Electronic check,0,0.3776519816560674,411.489599212451
35,25.6,901.25,Month-to-month,No,Electronic check,0,0.11954138872672056,36.723114616848555
50,105.95,5341.8,Month-to-month,Fiber optic,Credit card (automatic),1,0.29045470237939264,369.2841086051598
68,70.8,4859.95,Two year,DSL,Credit card (automatic),0,0.01589482454574091,13.504242934061475
47,25.4,1139.2,Month-to-month,No,Electronic check,0,0.08615851943844488,26.261116724838
65,108.8,7082.45,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.21506058553328994,280.78310047226336
5,69.75,324.6,Month-to-month,Fiber optic,Electronic check,1,0.7027114621190418,588.1694937936379
51,94.65,4812.75,Month-to-month,Fiber optic,Electronic check,1,0.39616859087182144,449.96828551221483
46,96.05,4399.5,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.3150839296303027,363.1657372918869
9,76.85,663.55,Month-to-month,Fiber optic,Electronic check,0,0.6837687826651397,630.5715713737918
8,20.25,174.65,Two year,No,Mailed check,0,0.03696839923276438,8.983321013561746
14,24.8,321.7,One year,No,Credit card (automatic),0,0.06057238643287654,18.026342202424058
45,115.65,5125.5,Month-to-month,Fiber optic,Electronic check,0,0.4639545722060481,643.8761553075535
8,74.6,548.9,Month-to-month,Fiber optic,Credit card (automatic),0,0.5592310541540086,500.6236396786685
1,50.15,50.15,Month-to-month,DSL,Mailed check,1,0.3632661037532851,218.61354123872695
66,103.15,7031.3,One year,Fiber optic,Bank transfer (automatic),0,0.1020166016892817,126.2761495709929
72,72.1,5016.65,Two year,DSL,Credit card (automatic),0,0.014187417646679737,12.274953747907306
41,113.6,4594.95,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.3669373354115812,500.20897563306744
23,25.1,611.45,Two year,No,Mailed check,0,0.024297617496739345,7.318442390017891
29,78.9,2384.15,Month-to-month,Fiber optic,Electronic check,1,0.5434227217516496,514.5126329544619
4,80.15,319.85,Month-to-month,Fiber optic,Electronic check,0,0.7186290327313545,691.1774036810168
6,25.4,153.3,Two year,No,Mailed check,0,0.040076539040516945,12.215329099549564
67,105.4,7035.6,One year,Fiber optic,Credit card (automatic),0,0.09661235080342824,122.19530129617604
7,45.75,344.2,Month-to-month,DSL,Mailed check,0,0.3179867029830298,174.57469993768333
56,24.45,1431.65,One year,No,Mailed check,0,0.018799949963132324,5.515905319183023
72,25.0,1849.2,Two year,No,Credit card (automatic),0,0.005272273099580389,1.5816819298741167
72,85.25,6083.1,Two year,DSL,Electronic check,0,0.025873715397930465,26.468810852082864
23,19.6,426.65,Two year,No,Credit card (automatic),0,0.022334679245424694,5.253116558523889
35,50.15,1655.35,Month-to-month,DSL,Mailed check,0,0.16911227424818298,101.77176664255651
27,70.55,1943.9,Month-to-month,Fiber optic,Electronic check,0,0.5490748998898507,464.84681024674757
26,60.05,1616.15,Month-to-month,DSL,Electronic check,1,0.3138130417081554,226.13367785489675
12,26.4,314.95,One year,No,Mailed check,0,0.06835601652137244,21.655186033970786
40,20.15,804.85,Two year,No,Mailed check,0,0.014335725719814523,3.4663784790511514
7,58.85,465.7,Month-to-month,DSL,Mailed check,0,0.33099342146718214,233.74755424012403
70,97.55,6669.05,Month-to-month,Fiber optic,Credit card (automatic),0,0.17689422017139553,207.07237413263562
60,19.65,1161.75,Two year,No,Credit card (automatic),0,0.00738815646725369,1.74212729497842
39,25.25,947.75,One year,DSL,Credit card (automatic),0,0.062283982348616464,18.87204665163079
72,114.45,8375.05,Two year,Fiber optic,Credit card (automatic),0,0.04363726176665145,59.931415310319096
1,34.7,34.7,Month-to-month,DSL,Electronic check,1,0.46522837285228685,193.72109445569225
54,70.7,3770.0,One year,DSL,Electronic check,0,0.08261386157999845,70.08960016447068
3,85.3,264.8,Month-to-month,Fiber optic,Electronic check,1,0.7293478663522779,746.5604759981916
63,75.55,4707.85,Two year,DSL,Credit card (automatic),0,0.018841993143208245,17.082150983632594
71,84.8,6152.4,Two year,Fiber optic,Electronic check,0,0.06673241290617075,67.90690337331935
42,20.65,958.1,One year,No,Mailed check,0,0.027984412694322246,6.934537465653053
47,20.45,943.0,Two year,No,Bank transfer (automatic),0,0.011402737907699512,2.79823188254946
66,102.45,6615.15,One year,Fiber optic,Credit card (automatic),1,0.09810199218067613,120.60658918692323
21,104.4,2200.25,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.5048118906165534,632.4283365644181
11,35.65,425.1,Month-to-month,DSL,Electronic check,0,0.39217962123100186,167.7744419626226
1,99.75,99.75,Month-to-month,Fiber optic,Electronic check,1,0.7535073495141291,901.9482973684126
55,90.45,5044.8,Month-to-month,Fiber optic,Electronic check,0,0.36314443780849803,394.15697279734377
69,97.65,6743.55,Two year,Fiber optic,Credit card (automatic),0,0.044260790208579814,51.86479396641383
3,73.85,196.4,Month-to-month,Fiber optic,Electronic check,0,0.7189879203700759,637.1670950319611
4,74.4,299.7,Month-to-month,DSL,Electronic check,1,0.48739960338760197,435.15036590445106
30,69.1,2093.9,Two year,DSL,Credit card (automatic),0,0.048270324815757125,40.02575333722581
5,82.75,417.75,Month-to-month,Fiber optic,Electronic check,0,0.7148656967577236,709.8616368804196
71,24.4,1725.4,Two year,No,Credit card (automatic),0,0.005418999445851349,1.586683037745275
29,55.25,1620.2,One year,DSL,Electronic check,0,0.1519405073856987,100.73655639671824
52,61.35,3169.55,Month-to-month,DSL,Bank transfer (automatic),0,0.11129530153735333,81.93560099179952
68,76.75,5233.25,One year,DSL,Credit card (automatic),0,0.033647725295124595,30.98955499680975
46,19.4,967.85,Two year,No,Mailed check,0,0.011939996118466453,2.7796310963789903
8,54.75,438.05,Month-to-month,DSL,Credit card (automatic),0,0.3070566614490228,201.736226572008
72,19.7,1421.9,Two year,No,Credit card (automatic),0,0.005147839949392814,1.2169493640364613
17,19.9,323.15,One year,No,Bank transfer (automatic),0,0.05655801703661563,13.50605446834381
3,107.95,318.6,Month-to-month,Fiber optic,Electronic check,0,0.7491197298171668,970.4096980051579
2,83.8,163.7,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.6229095949788616,626.3978887107431
9,74.25,639.65,Month-to-month,Fiber optic,Credit card (automatic),1,0.5513535808710244,491.2560405560827
51,56.4,2928.5,One year,DSL,Credit card (automatic),0,0.05047841150628346,34.16378890745264
6,20.1,100.35,Two year,No,Mailed check,0,0.039163015861582634,9.446119425813732
3,94.9,273.2,Month-to-month,Fiber optic,Electronic check,0,0.7378464461136455,840.2595328342195
17,94.2,1608.15,Month-to-month,Fiber optic,Electronic check,0,0.6473068264601898,731.7156366305985
30,49.9,1441.95,Month-to-month,DSL,Electronic check,0,0.2789665164649341,167.0451500592025
31,71.05,2168.15,Month-to-month,DSL,Electronic check,0,0.29232938551441884,249.24003408959348
45,81.65,3618.7,Two year,DSL,Bank transfer (automatic),0,0.03425615981394399,33.564185385702324
64,89.45,5692.65,One year,Fiber optic,Bank transfer (automatic),0,0.1018854996603688,109.36389533543988
1,59.85,59.85,Month-to-month,DSL,Electronic check,1,0.4936554435023621,354.54333952339647
1,69.6,69.6,Month-to-month,Fiber optic,Electronic check,1,0.7272717538709039,607.4173688329789
61,99.0,5969.3,One year,Fiber optic,Electronic check,0,0.17809319549896044,211.57471625276497
1,19.05,19.05,Month-to-month,No,Mailed check,0,0.1842775039276505,42.125837397860906
9,45.4,418.8,Month-to-month,DSL,Electronic check,1,0.417423129931576,227.41212118672257
72,114.45,8100.55,Two year,Fiber optic,Bank transfer (automatic),0,0.04535066787831541,62.28460726407838
1,19.5,19.5,Month-to-month,No,Mailed check,1,0.1845841332435823,43.19268717899826
7,44.25,313.45,Month-to-month,DSL,Mailed check,0,0.316514859840619,168.0693905753687
66,90.55,6130.95,One year,Fiber optic,Bank transfer (automatic),0,0.09690512845443038,105.29711257858403
1,69.9,69.9,Month-to-month,Fiber optic,Electronic check,1,0.7275412303420585,610.2615840109188
40,20.4,745.3,Month-to-month,No,Bank transfer (automatic),0,0.06387430416101889,15.636429658617423
16,71.4,1212.1,Month-to-month,DSL,Bank transfer (automatic),0,0.28075804555338624,240.55349343014137
2,87.15,183.75,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.6264675841238302,655.1597994767017
67,24.85,1583.5,Two year,No,Credit card (automatic),0,0.0061257399439005175,1.8266956512711343
41,104.45,4162.05,One year,Fiber optic,Bank transfer (automatic),0,0.196037328666919,245.71318775111627
56,19.8,1119.9,Two year,No,Credit card (automatic),0,0.00833831146391481,1.981182803826159
72,116.45,8013.55,Two year,Fiber optic,Bank transfer (automatic),0,0.04574453901701911,63.9234188223825
3,84.75,264.85,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.6167804011015444,627.2656679202706
54,20.05,1102.4,Two year,No,Credit card (automatic),0,0.008864836494240205,2.1328796605141935
52,110.75,5832.0,Month-to-month,Fiber optic,Electronic check,0,0.4064076997566043,540.1158329765271
50,89.7,4304.5,Two year,Fiber optic,Bank transfer (automatic),0,0.0764134858943605,82.25147621668965
14,89.95,1178.4,Month-to-month,Fiber optic,Electronic check,1,0.663496391031839,716.178004479767
27,48.7,1421.75,One year,DSL,Credit card (automatic),0,0.09606518922522807,56.14049658322328
72,96.6,6827.5,Two year,Fiber optic,Bank transfer (automatic),0,0.041975738534772405,48.658276109508165
62,74.3,4698.05,One year,DSL,Credit card (automatic),0,0.039665848783000085,35.366070774922875
12,54.3,654.5,Month-to-month,DSL,Electronic check,0,0.40516529942603824,264.0057091060065
44,74.85,3268.05,One year,DSL,Bank transfer (automatic),0,0.06924665358674069,62.19734425161048
54,79.95,4362.05,Two year,Fiber optic,Bank transfer (automatic),0,0.06552615073268599,62.86578901293893
68,20.05,1386.9,Two year,No,Bank transfer (automatic),0,0.006054599386548193,1.4567366124034953
20,19.4,415.4,Month-to-month,No,Mailed check,0,0.11284204358865955,26.26962774743994
50,54.9,2614.1,One year,DSL,Bank transfer (automatic),0,0.053626914059381525,35.32941098232055
58,24.45,1513.6,Two year,No,Credit card (automatic),0,0.008017437401851525,2.3523161337032374
35,89.65,3161.6,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.3841469981611043,413.26534062171606
2,45.4,80.95,Month-to-month,DSL,Electronic check,0,0.46974835188744074,255.91890210827768
63,75.7,4676.7,Two year,DSL,Mailed check,0,0.02002326589306312,18.189134737258534
58,110.65,6526.65,One year,Fiber optic,Credit card (automatic),0,0.12577692357791231,167.00659912675198
27,20.55,583.3,One year,No,Mailed check,0,0.04337825883871118,10.697078629626178
71,115.15,8078.1,Two year,Fiber optic,Credit card (automatic),0,0.04505629723055233,62.25879151317721
63,58.55,3503.5,One year,DSL,Credit card (automatic),0,0.035969387687847264,25.272091789481486
71,93.25,6669.45,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.17551699275354204,196.40351489121355
41,113.2,4689.5,Month-to-month,Fiber optic,Electronic check,1,0.4914332567312681,667.5629359437546
13,90.5,1201.15,Month-to-month,Fiber optic,Electronic check,1,0.6707813830151518,728.4685819544549
2,79.0,143.65,Month-to-month,Fiber optic,Electronic check,1,0.729698224617522,691.7539169374108
68,19.35,1292.65,Two year,No,Bank transfer (automatic),0,0.006035545970842905,1.4014537744297226
1,48.75,48.75,Month-to-month,DSL,Mailed check,0,0.36180042119490835,211.65324639902138
65,109.05,7108.2,Two year,Fiber optic,Electronic check,0,0.08736386827257185,114.32435802148751
72,25.0,1802.55,Two year,No,Bank transfer (automatic),0,0.005487931760207875,1.6463795280623623
28,54.9,1505.15,Month-to-month,DSL,Credit card (automatic),0,0.19473374676596802,128.29059236941976
72,24.75,1859.1,Two year,No,Credit card (automatic),0,0.005266336937315094,1.564102070382583
2,91.15,168.5,Month-to-month,Fiber optic,Electronic check,0,0.7404161543880932,809.8671896696965
18,20.15,390.85,One year,No,Bank transfer (automatic),1,0.05502085550863735,13.30404286198851
60,104.35,6339.45,One year,Fiber optic,Electronic check,0,0.18621885041679023,233.18324449190473
26,66.05,1652.4,Month-to-month,DSL,Electronic check,0,0.319695355212545,253.39053854146317
1,71.65,71.65,Month-to-month,Fiber optic,Electronic check,1,0.7291098527600195,626.8886514030648
4,20.35,77.5,Month-to-month,No,Mailed check,1,0.17183356155860724,41.96175573261189
68,92.2,6392.85,Two year,DSL,Credit card (automatic),0,0.017484604372170906,19.344966277369892
38,84.25,3264.5,Month-to-month,Fiber optic,Credit card (automatic),1,0.34803276296078933,351.86112335335804
42,105.2,4599.15,One year,Fiber optic,Bank transfer (automatic),0,0.19182961638268592,242.1657077215027
57,19.6,1134.25,Two year,No,Bank transfer (automatic),0,0.008413774064769241,1.9789196600337255
54,30.4,1621.35,Month-to-month,DSL,Electronic check,0,0.14610351702799773,53.29856301181357
12,78.1,947.3,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.5431283719810401,509.0199102206308
44,61.5,2722.2,One year,DSL,Mailed check,0,0.06674675682536962,49.25910653712279
42,69.4,3058.3,Month-to-month,DSL,Bank transfer (automatic),0,0.14957235629465276,124.56385832218683
72,24.75,1769.6,Two year,No,Bank transfer (automatic),0,0.0054817541214625225,1.6280809740743694
71,91.05,6293.75,Two year,DSL,Mailed check,0,0.016896326184976298,18.460925989705103
19,89.65,1761.05,Month-to-month,Fiber optic,Mailed check,1,0.5085204165147609,547.0662640865797
23,73.65,1642.75,Month-to-month,DSL,Credit card (automatic),0,0.23450878170665718,207.25886127234364
30,19.4,578.5,Two year,No,Credit card (automatic),0,0.018125584031681102,4.21963596257536
35,26.2,954.9,One year,No,Bank transfer (automatic),0,0.03450950955861646,10.849789805229014
10,98.7,973.25,Month-to-month,Fiber optic,Electronic check,1,0.6984259361064472,827.2156787244762
1,43.85,43.85,Month-to-month,DSL,Bank transfer (automatic),0,0.3518810425082631,185.15980456784803
22,69.7,1490.4,Month-to-month,Fiber optic,Mailed check,0,0.4632573898164392,387.4684808424698
7,38.55,280.0,Two year,DSL,Mailed check,0,0.08617353963403472,39.86387943470446
36,53.1,1901.25,Two year,DSL,Mailed check,0,0.040136516565243995,25.574988355373474
34,20.65,716.4,Month-to-month,No,Mailed check,0,0.07721633747300234,19.13420842580998
72,64.45,4720.0,Two year,DSL,Credit card (automatic),0,0.013710797427657061,10.60393073054997
36,25.1,930.95,Two year,No,Credit card (automatic),0,0.01554715296255675,4.682802472322093
1,76.35,76.35,Month-to-month,Fiber optic,Electronic check,1,0.7332945233765487,671.8444423175938
23,79.15,1676.95,Month-to-month,Fiber optic,Electronic check,1,0.5883510959177014,558.8158709026328
32,85.0,2642.05,Month-to-month,Fiber optic,Electronic check,1,0.5276760821503598,538.229603793367
71,95.15,6770.85,One year,Fiber optic,Credit card (automatic),0,0.08293362504438014,94.69361307567326
23,79.35,1835.3,Month-to-month,Fiber optic,Mailed check,0,0.4665909440973312,444.28789696947877
17,96.65,1588.25,One year,Fiber optic,Bank transfer (automatic),0,0.32760915942650837,379.96110310286446
1,75.5,75.5,Month-to-month,DSL,Electronic check,0,0.5113771205279317,463.30767119830614
12,19.7,258.35,Two year,No,Mailed check,0,0.032806403039799904,7.755433678608698
72,20.5,1502.25,Two year,No,Credit card (automatic),0,0.00516643338272682,1.2709426121507976
1,19.2,19.2,Month-to-month,No,Mailed check,0,0.18437966986597848,42.48107593712144
72,98.35,6929.4,Two year,Fiber optic,Bank transfer (automatic),0,0.042295699782330054,49.917384883105925
60,74.35,4453.3,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.21430430599383793,191.20230180770218
61,51.35,3244.4,Two year,DSL,Credit card (automatic),0,0.017957207269046337,11.065231119186354
6,45.65,323.45,Month-to-month,DSL,Mailed check,0,0.3244978498652832,177.75992215620212
32,85.3,2661.1,Month-to-month,Fiber optic,Electronic check,1,0.5280147852285518,540.4759341599456
31,86.55,2697.4,Month-to-month,Fiber optic,Credit card (automatic),1,0.40009427381581775,415.5379127851083
19,73.85,1424.5,Month-to-month,Fiber optic,Credit card (automatic),1,0.4753144664847553,421.22368019879013
72,20.3,1401.15,Two year,No,Bank transfer (automatic),0,0.005372942150240028,1.308848707798471
